dataset,regime,seed,client,file_sha256,state_sha256,valid,reason
mnist,multi,43,6,c36f24752e3e9477d2e47f1f71594137419967592bbb3a9a0dfe5a524c81e141,5187cf9a8ccece635e095130f6109d849dcb70c619f3cac20f9b1aea75d68991,True,
mnist,multi,43,7,b8182db767d4c7c5f47c84e0a2b0fa49a6d0a04b05dd6f8818b2a4f89151437b,5548ea5ac04c9796f32dec97450a80b0003584d892589eefe8d3e43bf969e37f,True,
mnist,multi,43,8,d0c6cddc3982defb2e9bc68846f77d89c8ec3d177c7e31eeb79a95702cfe7b50,d3abeb7daabbf60dcd4ba380595c98525f56d58c3581244ca5a2a26d1221eb76,True,
mnist,multi,43,9,17ebe0ba753767aaf36dc2dab17f134735e4adaae3297559d9446c3df0f59c01,22b5919f77f12695fc4318107aee0fa35772b307f98b8062ff17253993aba2e8,True,
mnist,multi,44,0,09dc0b83a2b637d959b9623137e61cc47c32b3a0ac90b2a8c0692b2b098b95dc,faf189ca9d8e950ad3913e6d1ebb38ce7a9acae08ce52b6eadc0b7cb51c35205,True,
mnist,multi,44,1,d1fe5f55472f9a7b0fc3d35719a6f9aa74139e94582faf84e1ce4337860c603c,79c65e7c89e82dd037791722b74cc4e93eb1f56607d571d497e8397f57841158,True,
mnist,multi,44,2,0a915dd3efefa684f685e2c516ae6db97521a34550171ea9ef3a44de3be55eab,4dab0cee0112c87744bd986a09257c95844edfdf11b42d07bd2643952e60108b,True,
mnist,multi,44,3,0400fff345d05a031b92467b0c8c9137c481d95b502783301019188d4ee229fc,7eb9fe2e859f3d04abaf5b11f0e877c1e2a53abba61d70ebda824db1a3b1c417,True,
mnist,multi,44,4,6593fb32d5098f6991aaf57bcc9484df88f93677e423d19d03f7ff2821095ce0,e539f3b556ea0ff9a0fe04dcc401ed53ab81c4f8d2292775e9afe7239579cfa8,True,
mnist,multi,44,5,096f3fb086e3d9a8fe56b4f2fe23555e6533650a3205233e059b211c3defa902,0a27172ef3113f0a9a68590b963bfef8310e4765390c56f29a164ca3811be7d4,True,
mnist,multi,44,6,f8053dd78ec75a837ece1c871314f8778f4d44b35b0cbc40cc8fab03a9ffae63,1eab2822ccb7dc1dba6aefeea272d1982f9299556a3ce045a2495a9333d97c60,True,
mnist,multi,44,7,d3644a840be8ea9d650d23b2890c9944e51a2988296a0d065277643e936d10da,026ef53696e4c89984aa798133b464511c4c54106ead846b7562ac807fce0b53,True,
mnist,multi,44,8,ef20687728ccd1a4a660e1fca0e7369326b93be4380098ac43b82ad0e5270af7,eb16d1d56737da45443afe4afbe8e995e6d17676854b6a9ef73e73eee5e52e2d,True,
mnist,multi,44,9,dcb0ed5316131d30c23ee8031d0d4238aef8c42f1468a8f2dee462b52ceb74e4,61406c64159320a2f8430610597aa67842afb245ebaf0c670d67f956e3b738e8,True,
mnist,single,42,0,0f9da7a0598456aa1a8e1edce58e7b68198a7cff7e0ab78560cc4986db4d4d90,e4d118882151d4caee3985d4f552d2b3baad2a72a9965d5886dd28266da18584,True,
mnist,single,42,1,83905ce906eae5680e8eac027a98cde9a6b62655bfd327efb1998175a8cb5bc9,86133feb82c54b18bd5d974172580783d9677e011bef4fb21b03dcc383bcb232,True,
mnist,single,42,2,b54caa56ebeeb8da7b0e626e061bc55f08cc6406b009774b847f82c058dab445,441a5e833f5831e7831ef9ec169b4e1b781f6fdf1ccae61c132b64ce158dec9d,True,
mnist,single,42,3,623f67e0a12b8a07f78e0d365923972cfae919d60ea7270eb60c3b4bb1b98e4d,91301c8e6fc9fd1a97d1d951fa69d8acc9e316536cfd720a4b41ea59a38c2bfa,True,
mnist,single,42,4,9555f47f09d3694b7ba16abb3e9fb5d1403329dce05947a211da22add6fe151f,ebb2e23680291fb6aa01df8ee395e9bded730616780a13e76031c0ad81aec56e,True,
mnist,single,42,5,20925c2afdc4a92c21da1f04a8b6df965a462c82894d88de859339c7c4fbf9ae,a0a194df1099e203617b5a7e4976c8a19e4c41c8431c4d08ee721d91699310dd,True,
mnist,single,42,6,b6491cb8d381d3a40c43e7a726764441451c001673fa6b88599b97d1a9a0ece6,304492382ffa380c478035ee1488a3cfd0d60768cf9bdf57dacb029240ea2cff,True,
mnist,single,42,7,7721bf79726b6ba5eefd24d8c641a9c98cf8bb8ba093d3858ed1650a1ea83e4a,96c20253f440e6c2595c6bc8db9e701942f6291d6b99be7be0c8c4a86262a57f,True,
mnist,single,42,8,56d5455880cfa61d4813e848d7d86158172dc5217ed8be69338a43463925e2c1,5a846f338c75eca2da21f3e448b3bbdb60323ca7cb8a63026ebee02c9a59bccc,True,
mnist,single,42,9,12cb4f7bc3f36e47f550d887c85e39712358216e0253077718515c3e511e2324,61ef10d31372ae9e87a5e2354a8d61d3d0de3630b2df82fe56e4225d47620321,True,
mnist,single,43,0,97890a229e9a0eed276ee92d805360cde73df1f01df90aec40797219acbd7675,5de76a0fbe83e201e99f844f527c8f5f442551aa509ff7e5ae9ddccc4982c3c6,True,
mnist,single,43,1,a69a6fac3ff2efa0bbe568ba8e169596dd1fdc4186b725e3d66cf3791119acb1,d81f1f31b38c1c50fd07722e1863bf9122f53a8e3e11665e3c4dee53b83e25c4,True,
mnist,single,43,2,5a899d36b9f4c8def127457c4ca79584571855921243b3d574658f60b0756f8a,a9182062424dd204672409223e4f16df701b9a81e5821b98006c262d0df12d60,True,
mnist,single,43,3,f602ffc907854b752572a2c856f8edd8ac73109d49373dade52e3b7803b32356,835c1ce7fe9a96235796f908bc78c4a4374aea46652954f21d511456e13f8c0c,True,
mnist,single,43,4,d2847efae6ce2c66ef3e89b55cd5c454dd905211ca110402628af36053bf5d56,ba927853d8caa727eb215d52c127230c7af95d1f64d0d0c9ed880bba3afa5328,True,
mnist,single,43,5,cdaa40122c235382825bdbe2d641449c42cd6e3b07d80a794aea03d1e545f64b,c6f6dcd8837970eca44fb0c2fc159427f7c26ae131f7323118d49b11670581d7,True,
mnist,single,43,6,0e361e628268218c20ea0440a7442ea5c855295d62d3eb07dd487a1c6056b657,c531215c00ebfbda3720af7768a5f286217c42ed61310aef3989f07e30468139,True,
mnist,single,43,7,746a9dcfd9b3fa95aad530ec2209e8813edb684663784a946fc4bc940abf095f,faeb1dcffe818021ae639ec8579489dbe1a8b44c9671f4303fd86f254d6d6f82,True,
mnist,single,43,8,d895b7e75e1236c2f8a59880b8fb30649e306b6db464a887aa7fd61f7cca5c0b,56c59e1e88520558617d616549d921f471c31c298e528fd17d097566e45588e4,True,
mnist,single,43,9,6a1c2ff8ab0b9b44bd0d36e03ba71138159e4a6ffc720c1061a3050445d88bc1,3fdb9964c52d133c5cc7b3af068806d7f989355234b8df585cb177af2486d153,True,
mnist,single,44,0,909cce63e50477a4e9f18279be10af97009b2e308c94d3a49dad2fb046688248,449f9d991c6c498f1a32627045d08556e531e96963dd8a75d094dae31acc00e8,True,
mnist,single,44,1,d57ce65ff36c7528aa3deedf8a2d7237cc51d1100efe6068876466858fa64a1f,5becc36e1949e0401ac82f33a6376841c8e01c5dd1c8117ec762439bfd03d2a0,True,
mnist,single,44,2,d327362ae499960c23cd3f5b71ac572a4da5a088bf85375da0960268118489e3,3d4b33b113c9b949f7faef96c573b9a1b714ff37c7c01200799d36a083b211bc,True,
mnist,single,44,3,360f1a3b88aef29bca259e96a754e05ac6ee10290cae62f6d63a1a544959da6d,b11059233a554aee43a7a8f5f6c576996574788f79e315ab53dde00e52a96932,True,
mnist,single,44,4,1b16176bd20170b80186e18f200308b52147969636ed137d31413bbfd8c0f4d8,c505ad06e6e885213ad441284577aacd2d410a2ffb9ad68475bb9cc249ee1f49,True,
mnist,single,44,5,e50d87fca2c91e503495ed6e42786f3f97f1b79a734e378ccbe533f9e49c9d9f,5669a44872ab876b5b6c60d5900f417d3c5e0e8ca7a18abbe24956aac569c879,True,
mnist,single,44,6,420e2d6ccd311399061f13a784216c4e8d31b221e1d871094397f2c880bb3173,59486f52da567c8f9b4b40a1fbb5b7111a378b565f7cfa0726ac8e22c5926a92,True,
mnist,single,44,7,711e497e48cdd52232d3b6f299d1c0e1a28e484bca2632b0e7f7dd027a9a941c,e68f2009d6d4a376992893a2e9986f40a2bffe263883d9ba5d095eeb57024cbe,True,
mnist,single,44,8,a38b5d5d33b4b1305d64fc1f0b1044294bafa0b5cb826e8bd087dc45dfd46b98,7803f4c88b1f2f4459af95bad26d672f3a2a6d751e516e9f45cc54d7fa416487,True,
mnist,single,44,9,729422e7af0310f534274f296349a42217d3fa6ffe3b86ae850f03eb72a11ce5,e98c12604e1bf055856cb40fc4a6b17a7d5f01bd18f1c3f66a8264294b27ce74,True,
fmnist,iid,42,0,5a3808d56f4e0a226f956b2d6468019edc5c6174b29ca9605729a6bc2c8d26f0,1208801f18f863ab9e8b2dfaa69f04fa008358442424381c2e718e76a2ddd01b,True,
fmnist,iid,42,1,d235b79f6ef3d6bc36997b70564eea6d6b392a5bc44f86ce363cfe617f85e927,61faa231cef0a69961f6b89177fa00f8963f73ec470d1dfe9447d20437148b9a,True,
fmnist,iid,42,2,87622dbd6e9d91c232e44413acbe6dd8a6083354a3d47cf777e5fc9491e83ee8,7f6b425b2976ce37c0b2b6998077dbd721ecb1673eb103380e26606885d28c92,True,
fmnist,iid,42,3,f4dc4add2473fecc43a66fe1e66f6a11b62792fd03eadc658a490a6fe5e12cbd,e306b28a542550fc08e1af182f452162f319c740eda12e6afcd4e29b2e57306f,True,
fmnist,iid,42,4,e7ff2ce81b2c838abe052c4ce5e7498598c703729aeb3d074ccc9e3b2b49f7a8,993d981e28838bc2a11cfdab0481b0f190ab7801e5d213d138cf0bf05c4ed1ca,True,
fmnist,iid,42,5,7bbb723d89b22d1231dc502131087c577ce25eb1d2b195981fe2bcffe7449eac,fbb9e99e229b6eae21b10815546ae5ae65db02b637dd5cff37849caf4f20b115,True,
fmnist,iid,42,6,1aca940de153b4ff839553fc8a0891dd0e1fbcd16575207dec18e8e1d4143a4c,98acf2655345417d29f97a9762703d86d40614a74188a7103deb02d9bf38d4c7,True,
fmnist,iid,42,7,238f285f8b5e99f5639803f80fb4a0ccc70f488aff3dd6dcfcf67fa8bac02770,7be6edba4ef23cf00ae37225deabd99b762a06d02dcf96920bae21ee28cf5f13,True,
fmnist,iid,42,8,e105b5ffeeee367eefecacc28dd7f100c97a969530259970306a118140bb6b99,95a9d185bf16d000202fdd1042a9bad6ab62cb718e0fc8c2548b5e75d02fdfba,True,
fmnist,iid,42,9,6bb7eb57bc4ceeb4318bc1f67e454badcd28b7f533e3e0fe7916b7761de2a12d,8eee008468cee66baeeaa1e642aeda78778a16ff33f61398e9e8cb24799e4588,True,
fmnist,iid,43,0,f2ef6d758bd3822a0c206fd6c8762c94e1919f6d0580ad54fba8768dea63d699,46fc234ab4870fd2dc077d2591044e35bdc894b6257fc8786ba73bad065557c3,True,
fmnist,iid,43,1,887136be2fbb52d4f19a5f0084e6a5003888127fb6c5e20d9c865a9ab3d4e05b,70a4dad63c64f034894517c8ba13e66902b02822102060c2c4c816238abea2c1,True,
fmnist,iid,43,2,6623ce369d5fd6cdf064894140b22486d6e6c25f519ee672e568e3bb80077ea5,8d19fdfc7a2288673770d669cc9d90ff86797b91f86226782e89bce2520ba589,True,
fmnist,iid,43,3,219870959575e591505db85ac560e4330eac14c839b02f0c12fd1fb4f5cb2c4f,4245b5fd9cea824813a18d8c9634a4d5650b63000d26bf5b2185740a8261697b,True,
fmnist,iid,43,4,00a127b6e62ec07510da0f97f5e732c58907ea41527c66298109fcd1eb8ed74b,92555650eb96661f76a676b7bcb7554689b89a1331fd906d3c33ebd2702adec8,True,
fmnist,iid,43,5,4a86787fd27858316526b7bf5e18022bce13b5183422f5b70e7d897524d75467,30990acaf87d4cdebaf1a29da28d19f2432ecbe340b9c3266e837cffbdf6a165,True,
fmnist,iid,43,6,0462aa63309c220ebba4546257fce4f5a5d0dab75aecf74659e51e511a727dfd,a5554b36c6f97e7aec9897cdb196e90cdb60b68c9de09ea686df4b85561c7b83,True,
fmnist,iid,43,7,55110e5fafa0dbb6741f0c44ceafbc9d881f49fd6f1f9937bcc8051a5688f46d,7f52bf87f76d686cb91ecd86233bfebf8e7951661fffcb646faebd74ff2088e9,True,
fmnist,iid,43,8,3a62d4a89cc2f75085f3e2ba05747e9ca0710a6e34f21cfee53c929bb805ec61,95764acab33df69872975c8340a8785425e84ce2617d58755e5164e2b6ac27a3,True,
fmnist,iid,43,9,54e96b4282eec79415ab7956efcefe35c45a16d71fbc4dd6c1ae2476fea8d95a,bb35e5a9f79c65101ae30912f85e6ad809167e1d56dec95043ce08d9961d25a1,True,
fmnist,iid,44,0,f28de1179a1d06da03a8dbe93443aada055235ddecf2c69646fccad36f8b3f32,f70cdc1a3c1629fb0a6b6b49c452bbde00e19ed87e87a6f85649441869341182,True,
fmnist,iid,44,1,1fa7f9a03d268b8540e0e01b4b2d1e4536bc6bf1b93826ab95b7e8593be23408,f51ed6c40e9f91ececa35943499f7cd6fea7927a370b34d60ea415421b009619,True,
fmnist,iid,44,2,f985a84801cdbda49b95c8b109248fff4e852971a05ccee15d613333988cdfda,70c4c60bbc019d6ffcc13715b4157d01f7e31a159472ec807eb9c8d7f6327064,True,
fmnist,iid,44,3,a533d33cf882102f2a237354fb8ee8b0fb6c017d3cbcdff980cf1e095e301cb9,e6ea9d3f0d216c123277097e6048d504e0b21fb6f93f5954ce5f4216a46a1dab,True,
fmnist,iid,44,4,b8f0bdbcf6f78d9ba13b60cfc2161d21e622d247130c433e78032de028d9a833,711c78dd04aaaa3d23b501ff92cbe064101e939fae9ccf8e2f3966b0b1445a6c,True,
fmnist,iid,44,5,0d7997dd464ebd499350904ae7142417ed355a50361471fa67bd0b71362119d4,a1ea896cc15fe659df6ae7b17cdbf18faadbbc1d7b26b219c11fe09aad2e7e95,True,
fmnist,iid,44,6,1b8b7c159afcf9a25f89a22800402f9089f3c9ee673c9f8a3197457b4f8fe469,ae946c49c52c7909632eefc5b24c7eaaaf4c1b6d125b93a49321cdf6710caa6c,True,
fmnist,iid,44,7,11f3eaf60c99d89d38233b38d1522cf699bf9acc8336c505fd6ab4633b5bbdd7,f9274ad6a62e1013f9386df7493fbd943955f0a60478e587a8546fad39a74dac,True,
fmnist,iid,44,8,7d7125f896ff102ffec26930731251e7e4b9bbb6eb8d930928cfa91318a89555,741d80cac8c96dded1ad3879674228ca60becdc844fd2a559d020ca9a671864f,True,
fmnist,iid,44,9,9e8c20c022a75ec4230b38ca3b20f05dfd93ca3e40669f6afba42bb993cad3e6,f93bf8da94138fc9c405b96e879ca13d2e546155c75849376c4f86a65fb3b83b,True,
fmnist,alpha1p0,42,0,92c8811c3b31d302dfe3c48d0d2ef3eb5454973d20e84582a43022b66423e48e,f57bfe9337e08c09eba0e8a2a5e03c4cafee7473e91e6142ced9dc00d9cbc7cd,True,
fmnist,alpha1p0,42,1,0cf52e3b07b4b969b3b8d898921234c0fabe30c806d7e5540d9ebab46f12fd0c,4676ea5a8ea5f65e98951f9f49cf8174f63e124df100c8d4711932a1297f3d6c,True,
fmnist,alpha1p0,42,2,e5c0e1b6171ffcb0effd056359fbfcea067eb8be681d662d913029343d1bf8ad,21b2ef16bc8ac53b699dd17eff582fd833c61bfe1dd911b154718e9dedd538cc,True,
fmnist,alpha1p0,42,3,48466e4e144300704e0e2c635b3b6c7d8c4b4e879e6befdd0014ba10c0db4c95,1fa2be97151f2cfc98c2d2af2e927f4f2e5e18e7b5111b9b74fb1c93b3e3822b,True,
fmnist,alpha1p0,42,4,698a58b71215c20548fe7db28a32655099773142e9441802446c49f70e62b548,38d7082a00ff62f5d2d1d220e80e189c8bff97d40461ebbaecaba9bce7744d7c,True,
fmnist,alpha1p0,42,5,0b09b0db8a25721938c4781b417ad9007f02a9b8c1b5d5c87337b3168039590b,7b0ec6405d1a1c18877f8f61b5e0bd5d7b3b9e41098eaf16d36406e697263b70,True,
fmnist,alpha1p0,42,6,2fbea6151a5b275375d713519cb70247219d0297db707d35ea76df8e377328e4,3a3e037550eec7c9b55b3c5827c61578311f61e0f3297b17f894ea4bcda16949,True,
fmnist,alpha1p0,42,7,bf34beb263d981cd05c21b02d4adb29a963411c25837f10ac0ed4e04c2aa81d9,36ade2795d0080ac508480c33bde24e98b8ffac98a2b4f674a1e7f5d09a77292,True,
fmnist,alpha1p0,42,8,a924518a11c52bc4fae03dd1d70839621090d13dba1c873c7db1b530d09b4372,5327c6d91cd089bee62066095a87634c6c35f88ff671abb4e8d5cbaadff7611d,True,
fmnist,alpha1p0,42,9,0bcf4e3d29ae000040630f2841c1ace947dc268e5b351c42044f9d91f4cddfa5,ed931a25e0b09910d546a3a1dcf6e788074cabcb6d30176b91b937549aace818,True,
fmnist,alpha1p0,43,0,919eec817255d666be0b234aa86569cce1f69f1ef91d250d177c77850ca10d93,4d78ca2df677dbf56531c1b84321f3bad77b31a5052ae8cf6e3c656946f82fca,True,
fmnist,alpha1p0,43,1,d9801f408777b881a440f9e7dd52a767b51887f3600b4577f960b30f19c230bb,406f729bdd6c457901c635e461b014f7a1aa7acf7aa22ff0701a34c35966b03e,True,
fmnist,alpha1p0,43,2,561dac423b764b89e5d39404beca1423a5a2476000a1337a7afd32e94dc59fd3,45df24070a1f3264d8fee513f9ddbba09a3e135eecb6b3f946b6554dca4204aa,True,
fmnist,alpha1p0,43,3,5a68eb0f42c58e20d3c765fdc86b549b4dc362e703d3ca5564589c02464b8335,a71da61f66717e49a910856677b3da2c0f3f7ac4078c7eed109e2af5de124c12,True,
fmnist,alpha1p0,43,4,26c7edc30fe113544d7d9d646e0a49dc9244afe4013753f743f3d45db40092cb,03ee91a1198d9980903c5b223629c360d1e793181282d5c40391b9a8f675d03f,True,
fmnist,alpha1p0,43,5,146768ffed88a6dbb6086f64156466eb77ab6e73e84594b30368be21c297cc62,4b5177df5837bf70e518d2a00f2500df8c1d15d35b58fcf04ec86df5bca09d40,True,
fmnist,alpha1p0,43,6,d551fd6ea0eba7378ded33ad8713da5ac233c34d145a532814d7b1db97b21caf,fe5a2837cc5aaf8abc31277610e0c3e85b44aed50744265bf31001886d9950b3,True,
fmnist,alpha1p0,43,7,97fd35b01214a8ecca4f099b5f5b6562ed959df75b75aece79c4542b8cdcf150,52567e2205313dfcb426a7544fb276bf8c443aeaa25bf84c4a21cdcfefb908cd,True,
fmnist,alpha1p0,43,8,ba5f9f04245d0626e27d0a42cb64867684c114fb6096b75364452bc1c9ae377b,de40ec46a1671f0a4b2bf4558da8235dcf9de9ec8bb43bc3721355faecb2013b,True,
fmnist,alpha1p0,43,9,ff6bdec1286bab82aba8ce4f53e91001b157533f739048dcee760c72f6c24bbe,c025e8a2b0b482a7867bf6bb838346e4eb9fd5bc417923fee46ad675d9dbb992,True,
fmnist,alpha1p0,44,0,d38240c091f0c68d22dbc9761d44468cf6ff94ed07fec389d007a778f9346317,13400de7ccd2e9f263c0d65d316b0649ae805bc97e4542fa800312c2d6728ebc,True,
fmnist,alpha1p0,44,1,481e819b6bef3f6746f7d89d86500d4b33427ac3f30db409f50f4d3175191ce0,8c029410a3e3aec666455e58717e9560344cdf131d252096f5726b03db9f1e1a,True,
fmnist,alpha1p0,44,2,0bcd9fe95717718340e6f9cd4f0077079e0c8825e260d5128be5d9a235e7490b,1e63a8505e6a0e712a154944f5f3c74bc6854410b919381cd5d80f6416466910,True,
fmnist,alpha1p0,44,3,2c06115033ab7f3bb6cf9a378ce827796415031961be2c38e92579d4a645af03,0dcbc3999a5a278fe1ed412af2b7c11a1cd75de9db33f93c2ac98846393c8c68,True,
fmnist,alpha1p0,44,4,98a2267d3ead2471e0c9caaccb7e994c6be12331a3cf8191ba1a19ff581d0232,8b7d975ff148fa1bd78ee5346b17b88011b38d19f1c62cf8a13bbe269cc84eab,True,
fmnist,alpha1p0,44,5,189c8327ade4b27ec0dd8a8a951117c1fb228e2eaa0c809592d5bc0f080b1c6c,ecf87c697847dd27b8a4d8c5eed769311e5d882987f921a672dbacc786ef7705,True,
fmnist,alpha1p0,44,6,84770a6cdf3006863e7fc6fedff0a6fd5de259b1199a75020a403bca2ade48e3,edde8e4936a4e86434b558bb3c6373956c68eab0194eaf0b610bf906fb196309,True,
fmnist,alpha1p0,44,7,1e24aea2e7a94ce3caf65b13439b6c1d396f025f491b452f6a4c307ec3bc7234,47a2d2df460fb91b08d0f3fa262a3383143e87389207137314d26d036c2d0963,True,
fmnist,alpha1p0,44,8,5f7ce51f3b9394cea5c28ccdbebf94201079aba0c823aae9b4c03af1f7f3e168,383a9ddf81b1e053b524e2e9d5cbb38d611b27d3f8d15e0a01c19236a80fc58f,True,
fmnist,alpha1p0,44,9,355935498a60e428db0ac3c843957dae0b3c225c329c5b5852f363fea37bdc50,a8b64d36e0dc6bdb119c172b0ac3f18fcacbc04d38db0fe33c3bda5794d16692,True,
fmnist,alpha0p5,42,0,ab496407fad4a7921be032985a366ce3f4ac53156fb2b44cf63c8248f8919d04,d01bec13d0cc0b0ea88d01e48e7a11de327f27e88d1ba00cbe69e845a4bc1dc2,True,
fmnist,alpha0p5,42,1,89b4541ac25c9efb0b84d1ef5a6a983fe400f4467f6adcc18dac0d56990aee90,ae156f230a43d952e7ce65d24ef1e9c62411d2d2060f309730dfdbbe17e20798,True,
fmnist,alpha0p5,42,2,a93db71442ebd98208b24d15d271b618b08f752bad29a2b5863e1b5453b2df09,4da107f0e15b4fdbf855c7cee733225b09da3c94dc614a5c27898b3c02d4c9f4,True,
fmnist,alpha0p5,42,3,9cfb42e9fc2374356a236f9c197f1fd023ae5d71051d94e42d9b50d438253a3d,a7197d71be0e93ca7b3c584e842bb5f8745433b791baf305c04418e88fccdb83,True,
fmnist,alpha0p5,42,4,e9ec6773c90fab0d5656cd774b7abc5ce8e207a07146b06e6d27ad11ea90b303,15dba32eb684d1523a739aa22b60607a9ffa1c7dbb1616eb62d8b52c5879ec8f,True,
fmnist,alpha0p5,42,5,dc39c474187a5627ac3490d3937beffad589fb90fe2533e87a7d67ea8d577976,8dc2a7074d254890559642716de2bd404432a25bfe67fa7325eff66f4818726e,True,
fmnist,alpha0p5,42,6,699b4b1ef6f4fe219549c88bf59677049edc144232a60190794b13ec02ee6bab,bb1af6d8045a21aff1b738fe71ee1795a1ed66208bc84f30f4a56280563c3b23,True,
fmnist,alpha0p5,42,7,b7d7dc9832b9eeba17bf120a85bb061ae82a0be1c510c2ef3b26c553b4084b96,ad93de6d856408e24ef3e452d63a98261f99c6ef0309ce111537fe76520c4ca2,True,
fmnist,alpha0p5,42,8,c7ca976f152beb07317e091f46d3178eacd722c52631320c882d68d9bb93b542,31f28e600a02f7cc16fed6ea197daa17cfa1177474d4c39c1fcbd7c7b64ceb6e,True,
fmnist,alpha0p5,42,9,75c548179978f999bd00ef1e8f168468811adfea5dbfb2f54eaee1c07a6c9ecc,68e684725475e9c37adc191075b8c9ad19eed59f0f4be15b6d7cb25ad70c729f,True,
fmnist,alpha0p5,43,0,5a5babb257b623d230e1ed56d2d3df2b7d0c3aeb5337fd3cd9709e70664c0650,49b7ebc71022a137de383ea0c2b2cb892af1544f33effb06d5d1c8635cd76485,True,
fmnist,alpha0p5,43,1,b65eb833eef0a725a0d4e43f06671b839d3180ff947caf88ac6ac2df797c995c,76b4784863a9d1f3de6888bfd5186e21dadd750dc460e96e507ad5466ec5fd8d,True,
fmnist,alpha0p5,43,2,ff494eb0059ba19eac128112662e26194e07e4d43afdffaa4a817b46b9821869,ae1241f4326970ed9add7619b3eae7a2dff98c7d3f1ecd168c1478ea66ad5659,True,
fmnist,alpha0p5,43,3,7d209f9745fb4dde24e4e66dbdb6b9ad7a06a1ff9645d3e05485e64fd25a8f8e,ec320e3954028ff44cdc5e9794d3d153281153b5bdb68247482db86ce3113848,True,
fmnist,alpha0p5,43,4,cb21e068e9b319f5144dc4795ba7f790f18cba7dd1b5d911b1fd0c5cd6d63acc,632a1f40d8e3b9aa2385a1228a6659af432af673126ac0120da598b532a0a5d9,True,
fmnist,alpha0p5,43,5,a82a9e81f54961bc99d8c0ff762afe33527452c5f04c57574ae1e44d9fd706bc,c8fdfe2fee770ed3122508cf156c444b7368379157453fc09961b9ce6abc2081,True,
fmnist,alpha0p5,43,6,45dacfdab14554e6e3e3fe5df9d826e92f9e1dec7de17a218922afe7a8a340d9,ee8b25d4f91c7a96d1d05ff28d264211b706ad0e98ac2f455f473d2f13798584,True,
fmnist,alpha0p5,43,7,5c2205a297ec521c8ae25f7647f89143836f9382361fe8f8e1faacbe9428e93c,0cd1af89191c391f33fecc60cd059778c62c022e8a148c719b04ac1c17e15727,True,
fmnist,alpha0p5,43,8,ffc50124318e03c1f78d6c86d6d3b9ff58320531ce66dec8119bfff78367ff44,6a0d048e8697e95b3b51ef05c3280da8e9dedc546c42232b81431d6d38b057c4,True,
fmnist,alpha0p5,43,9,f3b86920dd05903df548be78daf3bfaaf1f2a6d7da6abacc699a75d29cd1ef00,873c73899dbd1f0c618c7acb3e4e2c51e77cabf9117ca4990d8f7388a2e3372d,True,
fmnist,alpha0p5,44,0,f6b5a2f7742a7b51114f145353edfa6dc00ca80429e5ec6b2e584aa3054f4daa,b3ec7a705a650a2e9022b2ceb26eb4bd374b0e05e201d1d3f38d94825b097efb,True,
fmnist,alpha0p5,44,1,c9ddcdd86bec5a49f5ea412a7caf82908d76ca302d608908873a5f843e6e10cb,79b88f1d94df57b324ef0d56ae484501baefe579616c66327e4a7574a0cd92f8,True,
fmnist,alpha0p5,44,2,eb51c806886ca54e2b7b2bea61ea4971578f910b5b8e9878a2743b1bfeb87305,b76f323c377e39b2334964fa66925bdd59799949acfddc552f20d0d035948fd2,True,
fmnist,alpha0p5,44,3,8e109cfa5c7d92ab05b5e9f1922074a0b3f7fbc9891cc1a17acc95446186fa10,2c972552dd640e072d6f4b2efad4f67bfcee139f50839dfb96f6e9f8891b5d68,True,
fmnist,alpha0p5,44,4,50c502be4443120fa1b612c52281542ba52b9f6aeb025b11e5f727f1069b00d3,0f908e4328e5a60771e8e13d2b47b2023e034a3ca408b7324db5638d5a90af7e,True,
fmnist,alpha0p5,44,5,eafa228f89c93792e1cf952c31a1b13bffafb6b58d27611947171c33e885df0f,8835053b575787300c925bc9c986693f71cc45f61d8feae9e6a6cd0714c34682,True,
fmnist,alpha0p5,44,6,937c3985dfa074b03d16fd460c379cf0a4484858e2d1d9e131819e474b0e3034,f8812e954dfe725a77a03be9ab49b1d258cff5669825bf406b3d48984236bdfc,True,
fmnist,alpha0p5,44,7,9591a20cc338ccdb72f8aa4d217a333b5738c1027882385578be87be1c2ddeba,86508b1b19fe2335b6d956c466271365930eaae5ae6f3024e246ce36c126b78b,True,
fmnist,alpha0p5,44,8,2fe5a6ac9ced40f381b22b14ed2a9cda66fd6f36e42d5158364f634dcd569b8e,b40aedec420594fbf34f73c3e8d7ec47d139c45d2b9715e53562a31e4ad8a5ca,True,
fmnist,alpha0p5,44,9,abdeeae155c75dd57878f1ad496ef3bb6bc1639e7be526bb7bda66c1a6098615,3807604ced242b5d4419631adb518ab26c23d5f937175dc2ca700deab0897f84,True,
fmnist,alpha0p1,42,0,37cb79e7fa93e55e0758d268f7be902ec9f472f4d2d5ac473d079d9c4fe1f066,9c0f468d9f10342631dc24310cbcf9210b09c44002087905ecfd665b13a95e8d,True,
fmnist,alpha0p1,42,1,794d4fe9a18f7f3cc3fc09b7e9d89f6c6b9c6b584ece7efc39a05edd69f3b92d,4ff7358d85e86f273cddf409598c5be266c6fab90bbf73aed35ec5f231fb15a8,True,
fmnist,alpha0p1,42,2,84ec19951985ba662e724ad5c409fc7cb49d573df3f88db5965da7233aaea411,b5e0851a90fd8e2daec69ad2609926f17fac9c2ec1b38b4feaaf16bcb7821943,True,
